node;clustering_coeffs;name_metrics;name_dataset;followers;popularity;genres;chart_hits
6x8tZ30aFwdl50YjETAppR;1.0;Thys;Thys;7411.0;36.0;[];
6x9pgf75qWhi1YKJH2a8Xv;1.0;Acha Septriasa;Acha Septriasa;209885.0;50.0;['indonesian pop'];['id (1)']
6xBnf3vNuh1IyqCGrVKRNT;1.0;Mc Balakinha;Mc Balakinha;7.0;0.0;[];
6xCfQZmjn2NAPVai6TcLSW;1.0;Supreme;Supreme;18.0;30.0;[];
6xGQfxjrotduluRMprwLx7;1.0;Tyler Touché;Tyler Touché;3384.0;28.0;['australian house', 'new french touch'];
6xJXiTMEraNRu88MeMXzOD;1.0;Dannymarr;Dannymarr;244.0;25.0;['slovak hip hop', 'slovak trap'];
6xOOEKbsrxfFVJ1hsso3Zf;1.0;Sumeet Tappoo;Sumeet Tappoo;1206.0;19.0;[];
6xPMZgR2peupwU41WF9qi7;1.0;Malanga;Malanga;32470.0;28.0;['pop reggaeton', 'venezuelan rock'];
6xV7WL4etX4sILBdTz6fYN;1.0;Josef Suk;Josef Suk;2157.0;21.0;['classical', 'czech classical', 'post-romantic era'];
6xcpXFMC1dMuK7ay8TX3o6;1.0;Shortone;Shortone;62875.0;36.0;['pinoy hip hop', 'tagalog rap'];
6xhurNlPCltj7sdDdAXCl1;1.0;Siggy;Siggy;25.0;10.0;[];
6xltjfS8N17YTpC8UZKUyM;1.0;Taú Problemático;Taú Problemático;53.0;0.0;[];
6xnD5718x04V7DsunMqoBt;1.0;Knabenchor Hannover;Knabenchor Hannover;527.0;15.0;"[""children's choir"", 'german choir']";
6xoAWsIOZxJVPpo7Qvqaqv;1.0;Bénabar;Bénabar;235993.0;46.0;['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise'];
6xq4ZuvRxFtNoERuj4oKWb;1.0;Krispy Life Kidd;Krispy Life Kidd;68.0;24.0;[];
6xsaL4XT1Xn7QScR6LxPiv;1.0;Julie Brown;Julie Brown;2250.0;24.0;['novelty', 'parody'];
6xyImrFUDXuVagEKZ4ibrU;1.0;Yai & Toly;Yai & Toly;12.0;6.0;[];
6y0IdIPGyjaMJkeB94ZJ7z;1.0;TDK;TDK;249.0;37.0;[];
6y16j3NM7yVHoPxDjVquuq;1.0;Lil Golu;Lil Golu;27251.0;35.0;['desi hip hop', 'desi trap'];
6y6cxKDwtLsjKGu4eGKrgE;1.0;NMZS;NMZS;18477.0;34.0;['antideutsche', 'german alternative rap'];
6yAEs7hWaGAdHPpd5i1tDw;1.0;Synecdoche Montauk;Synecdoche Montauk;14553.0;28.0;['russian alt pop', 'russian electronic'];
6yDQvB9RRZ1xjjPQbtJ949;1.0;Kristian Täljeblad;Kristian Täljeblad;2617.0;21.0;['swedish idol pop'];['se (2)']
6yFRg2uyPmQP8XfwTrnE6N;1.0;MELRAW;MELRAW;3592.0;11.0;['japanese jazz fusion'];
6yHCZvDqNVBqV5v0w7a3W1;1.0;INFAMOUSIZAK;INFAMOUSIZAK;2964.0;31.0;['london rap'];
6yNnMdI0Dqqp5rY42U2TPq;1.0;The Glam;The Glam;460.0;6.0;[];
6yQ1R0zENaUwpzjUiMGJdU;1.0;Los Primos de la Baja;Los Primos de la Baja;14588.0;23.0;['corridos tumbados'];
6yR6M6V6I7GhhYf6A7Wif9;1.0;SpaceGhostPurrp;SpaceGhostPurrp;101734.0;44.0;['miami hip hop', 'phonk', 'underground hip hop', 'vapor trap'];
6yRU7mn6IfWDpN1vP1Hlu6;1.0;Seven Plom;Seven Plom;178.0;13.0;[];
6yXfZI5CezsChoiLfQjQFh;1.0;Morten Vinther;Morten Vinther;6.0;2.0;[];
6yetPGnai0QapQxRaensVb;1.0;Ahmet Cinkaya;Ahmet Cinkaya;434.0;7.0;[];
6yfQS4NupLnqK3X2aPnupM;1.0;Conway;Conway;2468.0;45.0;[];
6ykgQbKcZFy5qoKBU4YiWj;1.0;Dougie B;Dougie B;51412.0;59.0;['bronx drill'];
6ymu4CT0d0C2cDyoUka9gH;1.0;Mareko;Mareko;4506.0;31.0;['nz hip hop', 'pacific islands pop'];
6ytGxUYeXamODJwiXuZvjO;1.0;Olivia Penalva;Olivia Penalva;12710.0;46.0;['channel pop'];
6yuCtDwY0KUdcDZ46Hwxrg;1.0;AMEN HEWRA;AMEN HEWRA;1062.0;24.0;[];
6yup6AiLhtDzOg7LE1XUGA;1.0;M35;M35;8.0;2.0;[];
6yzB12Hct4KrBIlZIYRB7o;1.0;Smul;Smul;2056.0;25.0;['norwegian pop rap'];
6z3KmBBSYseegqLrRZXZxe;1.0;Thamarai;Thamarai;868.0;51.0;[];
6z5jPPGGP4q9fqlaVhCduu;1.0;Thom Syma;Thom Syma;5.0;0.0;[];
6z6d7XTjd4u2sXVJTVwzE0;1.0;DINERO EN EL BEAT;DINERO EN EL BEAT;19.0;49.0;[];
6z6gmIKKTBiWB65ICOXdF6;1.0;Magic;Magic;315.0;30.0;[];
6z6rGMj1Yl5TKAC56gjfR5;1.0;Natalia Hulejova;Natalia Hulejova;536.0;38.0;[];
6zMLeQLwTDt4zoRzKECDqx;1.0;Phúc Bồ;Phúc Bồ;591.0;31.0;['v-pop'];
6zTmbrAXj3MjmGJA74vTZ4;1.0;التانجو;التانجو;30.0;1.0;[];
6zZlaXYNAhaaBsAZ6E6vbv;1.0;Caner Özgür;Caner Özgür;111.0;36.0;[];
6zcWVbyNT0z94MBffsTJGP;1.0;KAMRAD;KAMRAD;12032.0;60.0;['german indie folk'];['at (1)', 'de (1)', 'pl (1)', 'sk (1)', 'ch (1)']
6zeRxPpoLeOIGh2CAgQs5Y;1.0;I61;I61;8.0;6.0;[];
6zkX5fhrSD4tdVOmimR9wB;1.0;Oscar Peterson;Oscar Peterson;221646.0;55.0;['bebop', 'jazz', 'jazz piano', 'stride', 'vocal jazz'];
6zmi8LvxDP8X3QsNavw58n;1.0;DJ Svengali;DJ Svengali;0.0;0.0;[];
6zrLmJqVfNfowdDdWL0abx;1.0;Mc d20;Mc d20;103.0;31.0;[];
6zuB9C5kSTT9InMFFSibOI;1.0;Scenzah;Scenzah;14777.0;31.0;['deep german hip hop'];
6zvAcdO1mxQVmao2v3uPxc;1.0;Daniel Donskoy;Daniel Donskoy;3238.0;41.0;[];
6zxNbvz46idXlglpKRXPvd;1.0;Pedro del Mar;Pedro del Mar;2307.0;18.0;[];
700zXzRibbJ1xNofU6EjSo;1.0;Heidi Anne;Heidi Anne;2099.0;19.0;[];
7015KHXm6WWNx9nAeJxY9Y;1.0;Jaylan TGR;Jaylan TGR;53.0;11.0;[];
7020zBKAeByaqmPOagWuCb;1.0;Pini Hadad;Pini Hadad;1932.0;12.0;['mizrahi'];
702Fgj9mIQ9bzfp9i9Dg7B;1.0;Swiss;Swiss;5423.0;47.0;[];
704oiuQ0a31cRLPCLTW3iz;1.0;Rapha Lucas;Rapha Lucas;999.0;30.0;[];
70706ST5lkFhPr9lgea7SU;1.0;Parul Mishra;Parul Mishra;833.0;37.0;[];
70AkqfU43ou9hFxJZTDt7A;1.0;Wicca Phase Springs Eternal;Wicca Phase Springs Eternal;127897.0;54.0;['dark trap', 'emo rap', 'underground hip hop'];
70DqoppP3xK7LgtYiccxfZ;1.0;J-Tong;J-Tong;1081.0;22.0;[];
70HfG4IYLoQ6X4jyxUSmXw;1.0;Manish Dinakar;Manish Dinakar;25.0;53.0;[];
70Iw6Yw1AfK2wslecbbH7f;1.0;Fresh Big Mouf;Fresh Big Mouf;907.0;19.0;[];
70LY67uf3Esef6BqfgaAsf;1.0;Earl;Earl;0.0;0.0;[];
70OQ7QromUdbw1P7kVI0su;1.0;Jomal Linao;Jomal Linao;28.0;28.0;[];
70Pq7N5g2i37OP54Uwj42T;1.0;Malou Prytz;Malou Prytz;10828.0;33.0;['swedish idol pop'];['se (3)']
70Q6BjNQIyB0eOaw8uWpD9;1.0;Lizzie Peirce;Lizzie Peirce;10.0;15.0;[];
70TeQZn5yDfQQTPK1iWCLV;1.0;Nieto;Nieto;0.0;1.0;[];
70WMQrrPQeYY9JaPVx1nWf;1.0;2Rari;2Rari;2167.0;43.0;[];
70WUKxtU5MoM1IHvaozq8z;1.0;Nano The Great;Nano The Great;0.0;4.0;[];
70ZQREuDWxgWv8BtRRV907;1.0;Neha Pandey;Neha Pandey;403.0;16.0;[];
70o1Ov3xdbsyLMC1SENiSg;1.0;Anna Prohaska;Anna Prohaska;2628.0;18.0;['classical soprano'];
70psacNWL8yL2MPne6sgaB;1.0;Wamba;Wamba;50202.0;36.0;['colombian pop'];
70vjcG88SqX9qr5q6DODrC;1.0;EL PELUCHE;EL PELUCHE;251.0;19.0;[];
70w7MRhZkYrvOo323kYpQk;1.0;Bateyero1a;Bateyero1a;19.0;3.0;[];
70yDAMLz4y4zF3qRVJpabz;1.0;Trisha Denise;Trisha Denise;2784.0;29.0;['opm'];
711uESshM9OxGFc3lT8CL8;1.0;Blackmagic;Blackmagic;7824.0;38.0;['alte', 'naija old school', 'nigerian pop'];
712InoSIIy6pB9rCV2R5id;1.0;Bori;Bori;370.0;36.0;[];
7191MpqziPxRK2PCo7Pjey;1.0;DJ Sugar Kid;DJ Sugar Kid;31.0;4.0;[];
71A8748vsN0LIwY7YH2XHe;1.0;РАМШ;РАМШ;247.0;15.0;[];
71FfEgML4GAokNHmW1GKPF;1.0;Sammy;Sammy;20.0;18.0;[];
71Lczal1i7u1Emcp0UfY9E;1.0;Анна Тринчер;Анна Тринчер;28690.0;39.0;['ukrainian pop'];
71Pr7fAKmQIEvyKi36SIYo;1.0;ALEJ;ALEJ;4.0;8.0;[];
71SOnfpirTtt48ErEltf6f;1.0;Nhiều nghệ sĩ;Nhiều nghệ sĩ;7.0;0.0;[];
71hPkbyih5bdlHVPBgav33;1.0;CIZA;CIZA;1359.0;21.0;[];
71oCpcFQyTugYaucjNWUs6;1.0;killer4687;killer4687;38.0;14.0;[];
720TBBCH2UnVxahToeQ0Tr;1.0;Fred Rister;Fred Rister;617.0;12.0;[];
722JCRLv7KTmkgwwCZVFpf;1.0;Michael Pacquiao;Michael Pacquiao;13747.0;33.0;['pinoy hip hop', 'tagalog rap'];
724qFzA7dpo9nrjpOtZaJf;1.0;"Juno ""The Hitmaker""";"Juno ""The Hitmaker""";56720.0;30.0;['latin hip hop', 'reggaeton', 'reggaeton flow'];
729xe8gl4p2gvjyvu9ZI9F;1.0;Ice Burgandy;Ice Burgandy;1807.0;25.0;['drill'];
72JhnqgKxgiNSqhuZV998C;1.0;Gabriel B;Gabriel B;53.0;12.0;['hungarian edm'];
72LdfuO5TK2COZL8QoA5NR;1.0;Nook;Nook;222.0;9.0;[];
72NGBfqlYIr2o92HJh76bD;1.0;Gold 88;Gold 88;720.0;28.0;[];
72Z4UouM4ZDziK9fSjehh8;1.0;Zach Nicita;Zach Nicita;143.0;19.0;[];
72bHPNx6XJlnOXdZz5nsce;1.0;LKM;LKM;3119.0;32.0;['cubaton'];
72h84OqPul8946qCx2zDcZ;1.0;Duo Ruut;Duo Ruut;2169.0;22.0;['estonian folk'];
72ickagdE0ip0bBcWA34C4;1.0;Blaize;Blaize;60.0;12.0;[];
72ltK39qT3DgtiCZgOAaGs;1.0;SNUPE BANDZ;SNUPE BANDZ;6244.0;47.0;[];
72pFTltSDSt8GBAenovLI2;1.0;Hatori Hanza;Hatori Hanza;31.0;22.0;[];
72qFDB9mBfei8RVPkP3IaY;1.0;Phénomène Bizness;Phénomène Bizness;4599.0;25.0;[];
733sko9k6t6SfgsNHgTXi7;1.0;Ayman;Ayman;1981.0;25.0;['new age'];
733tGeoTlbTeRjKHm7HAvQ;1.0;Tokesick;Tokesick;205.0;46.0;[];
734OhvImLUMD5sgyMoQBM5;1.0;Padrino;Padrino;0.0;0.0;[];
736RnvwzS2Ku4JO5mSWNxG;1.0;Lil' Dre;Lil' Dre;862.0;6.0;['gospel rap'];
736quRgvvGLe7eBO18oUzx;1.0;AG Da Coroner;AG Da Coroner;592.0;25.0;[];
73AiTQ5VGqarqFadwGT8Rb;1.0;Lowkey;Lowkey;2493.0;25.0;[];
73EBUc3lun5srFDC0mTRnF;1.0;DJPP;DJPP;1200.0;23.0;['finnish hip hop', 'suomirap'];
73JHrmq0LnDd0MEUTSfP04;1.0;Alexio La Bestia;Alexio La Bestia;10131.0;30.0;[];
73KNwwW76I5apbxImsIkJ1;1.0;Ag Daddy;Ag Daddy;13.0;11.0;[];
73TQx9yn3Tq1fpJLVqvEq8;1.0;tribes.;tribes.;1318.0;25.0;[];
73TvGBOaS1WApWEiMefT9O;1.0;Dogslife;Dogslife;375.0;37.0;[];
73mjBHtUkX2256z5sevDJf;1.0;DJ GK Beats;DJ GK Beats;13.0;2.0;[];
73o3w4qlRvZKgvGYqiYpEW;1.0;Jewelz & Scott Sparks;Jewelz & Scott Sparks;570.0;14.0;[];
73s1KBoD146S4nvfHosi1T;1.0;Rivaz Funk;Rivaz Funk;0.0;0.0;[];
73uCwUAUAqEk0ahGs47fsg;1.0;Dj Amit Shah;Dj Amit Shah;20.0;6.0;[];
746Q2CaUN4Rfttp6D8rZc8;1.0;808god;808god;1497.0;33.0;['trap argentino'];
746TlUKRX98cxurnLcXcKf;1.0;Dj Daddy;Dj Daddy;39.0;8.0;[];
74BcHC0oHVSwJySCVT8pz7;1.0;Sokos;Sokos;6498.0;40.0;['polish electronica', 'wave'];
74JhFJgvnRd6yB9uVbtvLW;1.0;Fredi Leis;Fredi Leis;46374.0;44.0;['spanish rock'];
74KlGaHqhU1uXuydXDUgsa;1.0;Mc Vint;Mc Vint;161.0;12.0;[];
74LXFsgo40nbOJaO74QTAm;1.0;Lu Decker;Lu Decker;21365.0;46.0;[];
74PA3loPDY0QjcmwTkVZYk;1.0;Joan McFly;Joan McFly;90.0;18.0;[];
74PEUb9Hxn7dY8jjgnQvSw;1.0;Akbar V;Akbar V;9678.0;56.0;['trap queen'];
74UPELIIyqV0oYlXe378vd;1.0;Stinga Nave;Stinga Nave;8.0;0.0;[];
74VmHY1fR2fpvQxPxa4Uf4;1.0;Nimsy Lopez;Nimsy Lopez;49362.0;39.0;['adoracion', 'latin christian'];
74YW92zTlgNdYgHDWndEZZ;1.0;4tune;4tune;172.0;38.0;[];
74ZbNtN0o4zPxTZpaWV4Q1;1.0;DJ Megan Ryte;DJ Megan Ryte;2156.0;22.0;[];
74hjtVEnADkw2SwqBuP2T8;1.0;Zampa;Zampa;9395.0;28.0;['italian underground hip hop', 'rap italiano old school'];
74iuhv9ckDRfg4fGDaOMTG;1.0;Flyy TheProducer;Flyy TheProducer;112.0;21.0;[];
74kcde5Ivwmj7i0PxHxwPM;1.0;SD;SD;47.0;8.0;[];
74o3jMwGa6UFe3Z4fTGuKu;1.0;Meatboys;Meatboys;0.0;0.0;[];
74pYbw2hCJjXyYitTfyT9F;1.0;NARU;NARU;16154.0;41.0;['german hip hop', 'german trap'];
74rrdc9h8enZI0681hjxeJ;1.0;Des;Des;243.0;20.0;[];
74tU7q0gzF6S4Y64nBNg3e;1.0;NETO DJ;NETO DJ;147.0;43.0;['funk mandelao'];
74wwiRVGGmTpYiU2l1olVU;1.0;Ana Criado;Ana Criado;14231.0;39.0;['progressive trance', 'progressive uplifting trance', 'uplifting trance', 'vocal trance'];
74yfTxb5doXjUcv0g1DaMi;1.0;Abaddon;Abaddon;19560.0;37.0;['pinoy hip hop', 'tagalog rap'];
751C9BQ0VdWdtVeC0bADSf;1.0;Arild Feldborg;Arild Feldborg;150.0;7.0;[];
753kMQPUSpCNEXk4YcEUy6;1.0;Oveja Cosmica;Oveja Cosmica;13719.0;42.0;[];
754vhBi1hiYt8etaeKEpGl;1.0;Solo 45;Solo 45;6463.0;14.0;[];
75HAqZ0q41u7f4hthc54a2;1.0;Fama Young;Fama Young;5.0;12.0;[];
75HT6ZdWY9eSjhtn16qEw6;1.0;Emmilly Felix;Emmilly Felix;76.0;15.0;[];
75SAo69xbkQH9d5LfLwCeZ;1.0;No$ia;No$ia;1835.0;36.0;['pinoy trap'];
75WBR7UBodebtAx0X4zX7x;1.0;Bubber;Bubber;8.0;8.0;[];
75YwXrUh0D6hDWh5xFpZEK;1.0;Ronal Urbina;Ronal Urbina;207.0;36.0;[];
75ZfHgMEPhflnOwKuKJWnX;1.0;Chicco Secci;Chicco Secci;594.0;23.0;[];
75bmN457MyfIRANjRcttD7;1.0;Chiara Ferrau;Chiara Ferrau;22.0;7.0;[];
75dQReiBOHN37fQgWQrIAJ;1.0;Local Natives;Local Natives;611335.0;59.0;['indie pop', 'indie rock', 'la indie', 'modern rock', 'stomp and holler'];
75jxn6viowcOZv4iGbjltE;1.0;Panty Man;Panty Man;10973.0;14.0;[];
75mJ3EQCoZxVi3iS5nT2QH;1.0;Despo;Despo;625.0;17.0;[];
75p41b1yD0vd1lmqRnqMDH;1.0;Astrid Marrufo;Astrid Marrufo;35.0;35.0;[];
760vjEPfex1nbkDIcDk9fY;1.0;DJ Caldas;DJ Caldas;199.0;15.0;[];
7627ANNGANFPPvxcqRvGJT;1.0;Rainfall;Rainfall;1445.0;49.0;['environmental', 'sleep'];
7632p5JJi58r3q9GfhqSyF;1.0;Cha Cha Malone;Cha Cha Malone;7704.0;35.0;['seattle hip hop'];
76HODsD07qiiAFoxCaMVIz;1.0;Thomanerchor Leipzig;Thomanerchor Leipzig;3664.0;25.0;"[""children's choir"", 'german choir']";
76K7CMtjKF2lH8UNXjYkN8;1.0;Raw;Raw;59.0;31.0;[];
76lUGUcq8hHlqBpwNZzTGg;1.0;Magistics;Magistics;2.0;1.0;[];
76uiFNpezwsTOOt0pI9Uqw;1.0;DJ Guister;DJ Guister;8.0;10.0;[];
772hWD0N94gYjnVhrqE7lx;1.0;YellowStraps;YellowStraps;15429.0;39.0;['neo r&b'];
7767iwrMZQAR3KZZRvo7mv;1.0;Du Bigode MC;Du Bigode MC;17.0;3.0;[];
7784wTvRtg9VQJO0bPOimG;1.0;Krisha;Krisha;1059.0;7.0;[];
77AKnaYgWfi54bfAaOk6X1;1.0;Jey tom;Jey tom;85.0;6.0;[];
77E2NPxvVwvJIFCylUOLL1;1.0;“Toshihiro”;“Toshihiro”;2.0;2.0;[];
77JGFmCIIwnGA07IWn1GGX;1.0;Patrick Swysie;Patrick Swysie;5.0;2.0;[];
77LLHWAIQ3ox7VDtrqofeA;1.0;Chikis RA;Chikis RA;257459.0;46.0;['mexican hip hop'];
77Nb2LBcSduVdwWZkmIDUK;1.0;Benz;Benz;865.0;26.0;['kazakh hip hop'];
77Q1z88vOLW7jKgbslbg5o;1.0;MC OUÁ;MC OUÁ;7.0;11.0;[];
77c5cR01GDT7cAQ3qnl9Xv;1.0;Bharath Narayan;Bharath Narayan;3.0;6.0;[];
77d8Yuuv6nGCJSnZHcOpVe;1.0;Buffalo Madonna;Buffalo Madonna;315.0;29.0;[];
77hFmulPx44F1QoHnlbYBZ;1.0;Trillogee;Trillogee;126.0;12.0;[];
77lzQa2JgjlkP4uA5ptyo7;1.0;Mondello'G;Mondello'G;1758.0;17.0;[];
77mwUvtGS5LsptoQtofb0t;1.0;GrandeMarshall;GrandeMarshall;1787.0;19.0;['philly rap', 'underground hip hop'];
77oGJAObEl8wdAUrknL1gH;1.0;Bory300;Bory300;1084.0;54.0;[];
77p6nb28iELgqSME4WX7Ql;1.0;Sarai;Sarai;1158.0;21.0;['rap romantico'];
7812GfcEzTh273QN6DPurL;1.0;Jesper Swärd;Jesper Swärd;480.0;18.0;[];
784g9MQOlPNaCUJgJvsS0M;1.0;Ayten Rasul;Ayten Rasul;10111.0;35.0;[];
78TImsgojgkfhoAijL8ttv;1.0;DJ A-Myth;DJ A-Myth;16.0;8.0;[];
78XutVnHAT7FuS2CAqAecu;1.0;ASAP;ASAP;4874.0;36.0;[];
78pT6gYCGeyyiDQ75Z0SDZ;1.0;B.alia;B.alia;47.0;30.0;[];
78rdC4FvVaOJmEgfjlUi4a;1.0;Geeta Zaildar;Geeta Zaildar;691620.0;49.0;['bhangra', 'desi pop', 'punjabi pop'];
78vfyehD6FXmQlE8isoDTW;1.0;Caleb;Caleb;1307.0;38.0;[];
78vl46oKTqjC6esrYZK2Mu;1.0;El Uniko;El Uniko;27721.0;34.0;['cubaton'];
7967TUOaS203OMlBrsHS8X;1.0;Hans Raj Hans;Hans Raj Hans;312381.0;47.0;['bhangra', 'sufi'];
796agxWwlsYEbgtJQDuESz;1.0;DJ Lezinho no Beat;DJ Lezinho no Beat;11.0;19.0;[];
796yJgEbZmYnqJKvWNfeIi;1.0;Lesha;Lesha;3995.0;33.0;['pinoy r&b'];
797a8TrmcDlhNiozB7pm8N;1.0;Sam Bird;Sam Bird;859.0;26.0;[];
7984XB82PJxxiL8560VS2a;1.0;Farsenne;Farsenne;304.0;20.0;[];
79Ca1uMcbtoW7YBWNaI0xv;1.0;Damn Briant;Damn Briant;3.0;2.0;[];
79GiKDjoyh6iJ6lLsgf03l;1.0;TOMB;TOMB;57.0;9.0;[];
79HNj7hsY08b82XYpOjAFA;1.0;Igor Almeida;Igor Almeida;12555.0;21.0;[];
79MPiyuVf2X4if42kVrCXq;1.0;Krakn;Krakn;1260.0;18.0;['gaming edm'];
79NIsj7sM7f67wi7UhCiUd;1.0;LuMiix;LuMiix;93.0;22.0;[];
79Pqjevn76nsm1KiEgWuyS;1.0;Eastside Boyz;Eastside Boyz;29572.0;41.0;[];
79RUmaL1H0vxMwNKPFOAmg;1.0;Rayce;Rayce;5963.0;22.0;['naija old school'];
79SUyu3DQY4ikmXdZoZ4Yg;1.0;Tom P;Tom P;37.0;21.0;[];
79WbEAZ24u864DBMj1TaFu;1.0;Diesztro K.O;Diesztro K.O;0.0;9.0;[];
79XQRBugvpa8J1eCB7pAfg;1.0;urboishawty;urboishawty;3245.0;29.0;['polish trap'];
79XWxalruIi96rUA4ecKyG;1.0;YEMZ;YEMZ;476.0;34.0;[];
79Xp2rRN7wdsaTJgttdX3K;1.0;Cody Simpson;Cody Simpson;1401992.0;57.0;['australian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop'];
79Znj8lVVpXXJ4KHDfCVk0;1.0;Krystal Roxx;Krystal Roxx;1101.0;19.0;[];
79deOYcwsXKn1OeyXmr0VN;1.0;dzikakorea;dzikakorea;4158.0;36.0;[];
79eRZwwfZWQZw5qOdr0exr;1.0;Rowsy;Rowsy;37.0;23.0;[];
79t631ksHuuY6UNCGfDzPC;1.0;Resmi Sateesh;Resmi Sateesh;90.0;28.0;[];
79tAU7YRG2Xq4CvkMOnOOz;1.0;Moulii Banik;Moulii Banik;0.0;1.0;[];
79y9wOe73QinG3vsi3vLqK;1.0;Drego;Drego;18534.0;43.0;['detroit hip hop', 'detroit trap'];
7A7J1ApUbEeyPUKL80NnmJ;1.0;Yung L.A;Yung L.A;673.0;15.0;[];
7ACFykzRevp1ebz80NAT40;1.0;Javito Torres;Javito Torres;8.0;18.0;[];
7AGbhiqy8zlAokztnlBpnD;1.0;:P gloo;:P gloo;2.0;4.0;[];
7AO1qih2zQeI7WYTQxC5fQ;1.0;Tadoe;Tadoe;48470.0;47.0;['chicago rap', 'drill'];
7AOMYw1k24XjmvYKBOrITK;1.0;Rayven;Rayven;80.0;1.0;[];
7AQhu7Rj1yyBPk8LqYaRdE;1.0;G1ocatore;G1ocatore;6954.0;43.0;['swedish hip hop', 'swedish trap pop'];['se (2)']
7ATHNmYEtlR8nnlE4qlEB0;1.0;Carmen;Carmen;9.0;17.0;[];
7AZyZkGdtt723JEOHtZthd;1.0;Matt Crowder;Matt Crowder;2327.0;15.0;[];
7AnLiSqu9hvOLkGZ8VoCnl;1.0;House Of Wolf;House Of Wolf;60.0;11.0;[];
7AndKWSFHKgM4NExxp2dTn;1.0;Jay Moon;Jay Moon;1464.0;14.0;['korean underground rap'];
7Apu3Zjo7um4OkL7B7SONQ;1.0;Olaf der Flipper;Olaf der Flipper;1779.0;33.0;[];
7AqSX0C7m9YCgrKURe9dyL;1.0;Lali Boi;Lali Boi;15.0;14.0;[];
7Axhe9JQi7mAxWt8TCnNZR;1.0;Lk Kuddy;Lk Kuddy;298.0;25.0;[];
7AySdKMDUTkUtN7RQZrJbd;1.0;Yenzen;Yenzen;0.0;11.0;[];
7Azo7s8Gj0eoLyyoFJfpVJ;1.0;FITSZ KIDS;FITSZ KIDS;153.0;18.0;[];
7B3kLf1ZWaepQ3ts6Adlkp;1.0;Walter Encina;Walter Encina;17756.0;43.0;['cumbia santafesina'];
7B5uRgP7QXRijTlELDcUe2;1.0;The Snack;The Snack;22.0;0.0;[];
7B6QTq4jOsNMhldln7qA4a;1.0;B!G;B!G;2558.0;29.0;[];
7B6Uk58O2DVfg1xZPKEp4n;1.0;Malik Harris;Malik Harris;26001.0;52.0;['uk pop'];['at (1)', 'ee (1)', 'fi (1)', 'de (1)', 'is (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'no (1)', 'se (1)', 'ch (1)']
7B7dv846qUOkhsA1QJmbXF;1.0;MRB;MRB;739.0;14.0;['italian underground hip hop'];
7B87nnff5Kbl42pSlOjpbm;1.0;Prago Union;Prago Union;28165.0;39.0;['czech hip hop', 'czech rock', 'czsk hip hop'];
7BBc8ZddPBmqUDIluRkWef;1.0;Hemant Soni;Hemant Soni;0.0;1.0;[];
7BCLtIpip88BDia0SQnvq6;1.0;DJ Shalom;DJ Shalom;3522.0;44.0;['rave funk'];
7BFXyzkV91hV7KjxaiMQS3;1.0;Djy Ma'Ten;Djy Ma'Ten;22462.0;36.0;['amapiano'];
7BMiTAo49FakImrjEyEFFN;1.0;your friend polly;your friend polly;363.0;36.0;[];
7BN5nh20YApnWLyyXvpKse;1.0;DJ Mega;DJ Mega;5.0;10.0;[];
7BPCPqAbY5k2kwKDBTXLhj;1.0;NO LUV;NO LUV;0.0;2.0;[];
7BSLtSaG4mMG4sB74Zxnq4;1.0;Akimoto;Akimoto;101.0;26.0;[];
7BUaQCq7sFUMJqkWPqApXE;1.0;Never Sleeps;Never Sleeps;1411.0;39.0;[];
7BWrdejuu6pOy3j42Y2hh9;1.0;DJ Lucas do Taquaril;DJ Lucas do Taquaril;2201.0;26.0;['funk mtg'];
7BZ5xQ5f3seQRI2fTpgCIT;1.0;Nino B;Nino B;3341.0;31.0;[];
7BcQiaqOonuaKOQAQos74p;1.0;Yaad;Yaad;44057.0;35.0;['punjabi hip hop', 'punjabi pop'];
7BdIIgJH5SZUuIv1AtuJlR;1.0;Fabiano;Fabiano;565.0;55.0;[];
7Bq9IWSRQgdLgdCF3btfQT;1.0;Mr Flow;Mr Flow;84.0;3.0;[];
7BrZWtO1Rf8hI176XJ0g93;1.0;Saltrap;Saltrap;608.0;8.0;[];
7Bs278F9517cKVBec1SN68;1.0;Wonder Phil;Wonder Phil;2414.0;22.0;['ukrainian hip hop'];
7BssMhtelPJEK1qycRG3iA;1.0;Mihaita Piticu;Mihaita Piticu;34769.0;35.0;['manele'];
7C0FxitlCHqupi4FYS4cU7;1.0;Seth Fedelin;Seth Fedelin;7542.0;27.0;[];
7C56RAv2RXvLeRc8r9Yz7o;1.0;La Demente;La Demente;932.0;41.0;[];
7C5LePLBOy25Ntthwm9mZg;1.0;Kilam Salman;Kilam Salman;762.0;19.0;[];
7C5cldYK1Go2aJ6cW7o0Wh;1.0;Avi Sinvani;Avi Sinvani;3465.0;19.0;[];
7C79KmO5JTPok8G8qZeT9o;1.0;Ello;Ello;704.0;29.0;[];
7CNxv71fklGu3VhjX0QDiS;1.0;Wildey;Wildey;16417.0;32.0;['cubaton'];
7COZbUUvJstgdG9PoS9teb;1.0;Miler;Miler;88.0;17.0;[];
7CVxPF8uLxZ3fImVIgFd0m;1.0;Baby Downn;Baby Downn;24.0;11.0;[];
